label,机器名,业务IP,归属系统,归属微服务,系统级别,进程,规格,机房,网络区域,芯片架构,最高CPU利用率,最高内存利用率,CPU利用率(>20%)时间占比,CPU利用率(>30%)时间占比,创建/变更时间
4-降CPU,sza-dcos-backup-kzx-0001,10.8.1.90,DCOS,backup,B,backup,32C64G,sza,OA,ARM,0.66,0.81,0.74,0.18,2020/1/20
6-降CPU内存,sza-dcos-backup-kzx-0002,10.8.1.133,DCOS,backup,B,backup,32C64G,sza,OA,ARM,0.22,0.13,0.14,0,2020/7/4
6-降CPU内存,szb-dcos-backup-kzx-0001,10.8.2.41,DCOS,backup,B,backup,32C64G,szb,OA,C86,0.15,0.46,0,0,2020/8/8
0-平,szb-dcos-backup-kzx-0002,10.8.2.251,DCOS,backup,B,backup,32C64G,szb,OA,C86,0.35,0.6,0.04,0.02,2020/12/26
5-降内存,hfa-dcos-bms-kzx-0001,10.1.3.166,DCOS,bms,B,bms,2C8G,hfa,AG,C86,0.1,0.31,0,0,2020/7/17
5-降内存,hfa-dcos-bms-kzx-0002,10.1.3.40,DCOS,bms,B,bms,2C8G,hfa,AG,C86,0.23,0.12,0.04,0,2020/4/6
5-降内存,sza-dcos-bms-kzx-0001,10.1.1.200,DCOS,bms,B,bms,16C64G,sza,AG,ARM,0.62,0.79,0.58,0.27,2020/6/8
6-降CPU内存,sza-dcos-bms-kzx-0002,10.1.1.149,DCOS,bms,B,bms,16C64G,sza,AG,ARM,0.38,0.3,0.18,0.1,2020/9/25
6-降CPU内存,szb-dcos-bms-kzx-0001,10.1.2.80,DCOS,bms,B,bms,16C64G,szb,AG,ARM,0.27,0.26,0.06,0,2020/8/25
1-升CPU,szb-dcos-bms-kzx-0002,10.1.2.226,DCOS,bms,B,bms,16C64G,szb,AG,ARM,0.56,0.2,0.13,0.03,2020/1/19
1-升CPU,hfa-dcos-compute-kzx-0001,10.2.3.249,DCOS,compute,B,compute,4C8G,hfa,SCYW,ARM,0.6,0.67,0.16,0.08,2020/1/21
6-降CPU内存,hfa-dcos-compute-kzx-0002,10.2.3.189,DCOS,compute,B,compute,4C8G,hfa,SCYW,ARM,0.11,0.26,0,0,2020/6/18
1-升CPU,sza-dcos-compute-kzx-0001,10.2.1.191,DCOS,compute,B,compute,16C64G,sza,SCYW,C86,0.81,0.98,0.59,0.49,2020/9/8
1-升CPU,sza-dcos-compute-kzx-0002,10.2.1.14,DCOS,compute,B,compute,16C64G,sza,SCYW,C86,0.92,0.28,0.2,0.04,2020/12/7
6-降CPU内存,szb-dcos-compute-kzx-0001,10.2.2.81,DCOS,compute,B,compute,16C64G,szb,SCYW,x86,0.31,0.11,0.17,0.03,2020/6/5
4-降CPU,szb-dcos-compute-kzx-0002,10.2.2.75,DCOS,compute,B,compute,16C64G,szb,SCYW,x86,0.26,0.71,0.46,0,2020/3/8
0-平,hfa-dcos-ha-kzx-0001,10.8.3.221,DCOS,ha,B,ha,2C4G,hfa,OA,C86,0.11,0.29,0,0,2020/9/7
0-平,hfa-dcos-ha-kzx-0002,10.8.3.17,DCOS,ha,B,ha,2C4G,hfa,OA,C86,0.44,0.17,0.34,0.07,2020/5/13
1-升CPU,sza-dcos-ha-kzx-0001,10.8.1.101,DCOS,ha,B,ha,2C8G,sza,OA,ARM,0.73,0.71,0.51,0.3,2020/10/12
5-降内存,sza-dcos-ha-kzx-0002,10.8.1.23,DCOS,ha,B,ha,2C8G,sza,OA,ARM,0.35,0.31,0.12,0.05,2020/2/3
5-降内存,szb-dcos-ha-kzx-0001,10.8.2.88,DCOS,ha,B,ha,2C8G,szb,OA,ARM,0.12,0.28,0,0,2020/4/27
5-降内存,szb-dcos-ha-kzx-0002,10.8.2.77,DCOS,ha,B,ha,2C8G,szb,OA,ARM,0.23,0.66,0.01,0,2020/10/18
5-降内存,hfa-dcos-lvm-kzx-0001,10.7.3.244,DCOS,lvm,B,lvm,2C8G,hfa,HXYW,C86,0.49,0.1,0.3,0.19,2020/9/1
1-升CPU,hfa-dcos-lvm-kzx-0002,10.7.3.16,DCOS,lvm,B,lvm,2C8G,hfa,HXYW,C86,0.89,0.21,0.56,0.1,2020/3/5
3-升CPU内存,hfa-dcos-lvm-kzx-0003,10.7.3.21,DCOS,lvm,B,lvm,2C8G,hfa,HXYW,C86,0.45,0.8,0.18,0.03,2020/11/19
0-平,hfa-dcos-lvm-kzx-0004,10.7.3.3,DCOS,lvm,B,lvm,2C8G,hfa,HXYW,C86,0.44,0.8,0.34,0.12,2020/2/10
5-降内存,hfa-dcos-lvm-kzx-0005,10.7.3.146,DCOS,lvm,B,lvm,2C8G,hfa,HXYW,C86,0.24,0.18,0.11,0,2020/5/24
3-升CPU内存,sza-dcos-lvm-kzx-0001,10.7.1.85,DCOS,lvm,B,lvm,16C32G,sza,HXYW,ARM,0.78,0.96,0.6,0.28,2020/2/5
6-降CPU内存,sza-dcos-lvm-kzx-0002,10.7.1.238,DCOS,lvm,B,lvm,16C32G,sza,HXYW,ARM,0.34,0.2,0.37,0.26,2020/11/6
1-升CPU,sza-dcos-lvm-kzx-0003,10.7.1.237,DCOS,lvm,B,lvm,16C32G,sza,HXYW,ARM,0.67,0.28,0.23,0.01,2020/5/23
6-降CPU内存,sza-dcos-lvm-kzx-0004,10.7.1.70,DCOS,lvm,B,lvm,16C32G,sza,HXYW,ARM,0.23,0.11,0.13,0,2020/5/26
6-降CPU内存,sza-dcos-lvm-kzx-0005,10.7.1.193,DCOS,lvm,B,lvm,16C32G,sza,HXYW,ARM,0.49,0.11,0.19,0.04,2020/9/5
6-降CPU内存,szb-dcos-lvm-kzx-0001,10.7.2.196,DCOS,lvm,B,lvm,16C32G,szb,HXYW,x86,0.28,0.42,0.02,0,2020/9/4
6-降CPU内存,szb-dcos-lvm-kzx-0002,10.7.2.62,DCOS,lvm,B,lvm,16C32G,szb,HXYW,x86,0.38,0.17,0.29,0.1,2020/1/5
6-降CPU内存,szb-dcos-lvm-kzx-0003,10.7.2.224,DCOS,lvm,B,lvm,16C32G,szb,HXYW,x86,0.2,0.13,0.77,0,2020/12/27
1-升CPU,szb-dcos-lvm-kzx-0004,10.7.2.80,DCOS,lvm,B,lvm,16C32G,szb,HXYW,x86,0.65,0.23,0.14,0.07,2020/1/14
4-降CPU,szb-dcos-lvm-kzx-0005,10.7.2.178,DCOS,lvm,B,lvm,16C32G,szb,HXYW,x86,0.2,1,0.04,0,2020/8/2
0-平,hfa-dcos-net-kzx-0001,10.8.3.22,DCOS,net,B,net,2C4G,hfa,OA,ARM,0.14,0.69,0,0,2020/7/6
1-升CPU,hfa-dcos-net-kzx-0002,10.8.3.162,DCOS,net,B,net,2C4G,hfa,OA,ARM,0.68,0.53,0.16,0.07,2020/2/23
3-升CPU内存,sza-dcos-net-kzx-0001,10.8.1.157,DCOS,net,B,net,4C8G,sza,OA,ARM,0.87,0.93,0.73,0.64,2020/3/23
6-降CPU内存,sza-dcos-net-kzx-0002,10.8.1.221,DCOS,net,B,net,4C8G,sza,OA,ARM,0.29,0.25,0.14,0,2020/3/25
5-降内存,szb-dcos-net-kzx-0001,10.8.2.204,DCOS,net,B,net,4C8G,szb,OA,C86,0.19,0.61,0,0,2020/4/1
1-升CPU,szb-dcos-net-kzx-0002,10.8.2.174,DCOS,net,B,net,4C8G,szb,OA,C86,0.58,0.19,0.28,0.08,2020/4/9
6-降CPU内存,hfa-dcos-order-kzx-0001,10.2.3.15,DCOS,order,B,order,8C16G,hfa,SCYW,x86,0.12,0.34,0,0,2020/3/26
1-升CPU,hfa-dcos-order-kzx-0002,10.2.3.222,DCOS,order,B,order,8C16G,hfa,SCYW,x86,0.27,0.66,0.14,0,2020/10/26
3-升CPU内存,sza-dcos-order-kzx-0001,10.2.1.136,DCOS,order,B,order,16C32G,sza,SCYW,C86,0.72,0.87,0.57,0.41,2020/12/18
1-升CPU,sza-dcos-order-kzx-0002,10.2.1.59,DCOS,order,B,order,16C32G,sza,SCYW,C86,0.83,0.26,0.07,0.03,2020/5/8
6-降CPU内存,szb-dcos-order-kzx-0001,10.2.2.161,DCOS,order,B,order,16C32G,szb,SCYW,C86,0.32,0.25,0.62,0.15,2020/12/23
1-升CPU,szb-dcos-order-kzx-0002,10.2.2.223,DCOS,order,B,order,16C32G,szb,SCYW,C86,0.84,0.67,0.05,0.02,2020/5/12
6-降CPU内存,hfa-dcos-s3-kzx-0001,10.1.3.208,DCOS,s3,B,s3,8C16G,hfa,AG,ARM,0.43,0.15,0.52,0.04,2020/1/24
6-降CPU内存,hfa-dcos-s3-kzx-0002,10.1.3.84,DCOS,s3,B,s3,8C16G,hfa,AG,ARM,0.25,0.37,0.4,0,2020/5/4
1-升CPU,sza-dcos-s3-kzx-0001,10.1.1.207,DCOS,s3,B,s3,16C64G,sza,AG,x86,0.98,0.8,0.65,0.17,2020/9/17
6-降CPU内存,sza-dcos-s3-kzx-0002,10.1.1.30,DCOS,s3,B,s3,16C64G,sza,AG,x86,0.16,0.28,0,0,2020/5/19
0-平,szb-dcos-s3-kzx-0001,10.1.2.239,DCOS,s3,B,s3,16C64G,szb,AG,C86,0.53,0.3,0.06,0.03,2020/11/12
0-平,szb-dcos-s3-kzx-0002,10.1.2.63,DCOS,s3,B,s3,16C64G,szb,AG,C86,0.59,0.16,0.39,0.08,2020/2/15
1-升CPU,hfa-dcos-security-kzx-0001,10.7.3.212,DCOS,security,B,security,2C4G,hfa,HXYW,x86,0.68,0.23,0.15,0.05,2020/1/10
1-升CPU,hfa-dcos-security-kzx-0002,10.7.3.101,DCOS,security,B,security,2C4G,hfa,HXYW,x86,0.67,0.12,0.03,0.01,2020/9/21
3-升CPU内存,sza-dcos-security-kzx-0001,10.7.1.131,DCOS,security,B,security,4C16G,sza,HXYW,C86,0.8,0.93,0.57,0.48,2020/4/25
1-升CPU,sza-dcos-security-kzx-0002,10.7.1.108,DCOS,security,B,security,4C16G,sza,HXYW,C86,0.71,0.24,0.07,0.03,2020/11/12
6-降CPU内存,szb-dcos-security-kzx-0001,10.7.2.137,DCOS,security,B,security,4C16G,szb,HXYW,ARM,0.12,0.16,0,0,2020/12/17
0-平,szb-dcos-security-kzx-0002,10.7.2.17,DCOS,security,B,security,4C16G,szb,HXYW,ARM,0.49,0.71,0.87,0.01,2020/8/21
1-升CPU,hfa-dcos-service-kzx-0001,10.8.3.84,DCOS,service,B,service,2C4G,hfa,OA,ARM,0.52,0.1,0.27,0.07,2020/8/28
0-平,hfa-dcos-service-kzx-0002,10.8.3.141,DCOS,service,B,service,2C4G,hfa,OA,ARM,0.37,0.66,0.01,0,2020/1/28
3-升CPU内存,sza-dcos-service-kzx-0001,10.8.1.182,DCOS,service,B,service,2C4G,sza,OA,C86,0.94,0.83,0.88,0.65,2020/9/9
0-平,sza-dcos-service-kzx-0002,10.8.1.19,DCOS,service,B,service,2C4G,sza,OA,C86,0.18,0.19,0,0,2020/10/27
0-平,szb-dcos-service-kzx-0001,10.8.2.149,DCOS,service,B,service,2C4G,szb,OA,C86,0.18,0.45,0,0,2020/6/24
0-平,szb-dcos-service-kzx-0002,10.8.2.93,DCOS,service,B,service,2C4G,szb,OA,C86,0.19,1,0,0,2020/2/25
1-升CPU,hfa-dcos-sfs-kzx-0001,10.2.3.176,DCOS,sfs,B,sfs,8C16G,hfa,SCYW,ARM,0.69,0.14,0.25,0.1,2020/3/18
1-升CPU,hfa-dcos-sfs-kzx-0002,10.2.3.230,DCOS,sfs,B,sfs,8C16G,hfa,SCYW,ARM,0.86,0.36,0.12,0.08,2020/9/22
3-升CPU内存,sza-dcos-sfs-kzx-0001,10.2.1.200,DCOS,sfs,B,sfs,8C32G,sza,SCYW,C86,0.78,0.92,0.01,0,2020/2/18
6-降CPU内存,sza-dcos-sfs-kzx-0002,10.2.1.185,DCOS,sfs,B,sfs,8C32G,sza,SCYW,C86,0.29,0.25,0.25,0,2020/6/6
3-升CPU内存,szb-dcos-sfs-kzx-0001,10.2.2.231,DCOS,sfs,B,sfs,8C32G,szb,SCYW,ARM,0.63,1,0.35,0.16,2020/12/9
6-降CPU内存,szb-dcos-sfs-kzx-0002,10.2.2.166,DCOS,sfs,B,sfs,8C32G,szb,SCYW,ARM,0.25,0.17,0.01,0,2020/10/20
6-降CPU内存,hfa-dcos-story-kzx-0001,10.3.3.73,DCOS,story,B,story,8C32G,hfa,KFCS,C86,0.33,0.26,0.4,0.07,2020/7/12
1-升CPU,hfa-dcos-story-kzx-0002,10.3.3.33,DCOS,story,B,story,8C32G,hfa,KFCS,C86,0.74,0.17,0.08,0.04,2020/9/25
3-升CPU内存,sza-dcos-story-kzx-0001,10.3.1.202,DCOS,story,B,story,16C32G,sza,KFCS,x86,0.82,0.81,0.68,0.42,2020/5/19
6-降CPU内存,sza-dcos-story-kzx-0002,10.3.1.133,DCOS,story,B,story,16C32G,sza,KFCS,x86,0.21,0.48,0.28,0,2020/5/6
1-升CPU,szb-dcos-story-kzx-0001,10.3.2.9,DCOS,story,B,story,16C32G,szb,KFCS,ARM,0.89,0.63,0.07,0.03,2020/4/21
6-降CPU内存,szb-dcos-story-kzx-0002,10.3.2.98,DCOS,story,B,story,16C32G,szb,KFCS,ARM,0.15,0.21,0,0,2020/4/4
0-平,hfa-dcos-subnet-kzx-0001,10.8.3.237,DCOS,subnet,B,subnet,2C4G,hfa,OA,C86,0.12,0.54,0,0,2020/3/2
0-平,hfa-dcos-subnet-kzx-0002,10.8.3.176,DCOS,subnet,B,subnet,2C4G,hfa,OA,C86,0.16,0.1,0,0,2020/9/3
3-升CPU内存,sza-dcos-subnet-kzx-0001,10.8.1.146,DCOS,subnet,B,subnet,2C4G,sza,OA,ARM,0.92,0.82,0.66,0.52,2020/10/15
0-平,sza-dcos-subnet-kzx-0002,10.8.1.213,DCOS,subnet,B,subnet,2C4G,sza,OA,ARM,0.17,0.16,0,0,2020/11/19
1-升CPU,szb-dcos-subnet-kzx-0001,10.8.2.33,DCOS,subnet,B,subnet,2C4G,szb,OA,x86,0.62,0.21,0.24,0.02,2020/12/5
1-升CPU,szb-dcos-subnet-kzx-0002,10.8.2.155,DCOS,subnet,B,subnet,2C4G,szb,OA,x86,1,0.59,0.44,0.03,2020/6/12
1-升CPU,hfa-dcos-vpc-kzx-0001,10.8.3.114,DCOS,vpc,B,vpc,4C8G,hfa,OA,C86,0.72,0.2,0.66,0.06,2020/3/24
4-降CPU,hfa-dcos-vpc-kzx-0002,10.8.3.140,DCOS,vpc,B,vpc,4C8G,hfa,OA,C86,0.16,0.98,0,0,2020/12/18
3-升CPU内存,sza-dcos-vpc-kzx-0001,10.8.1.65,DCOS,vpc,B,vpc,16C32G,sza,OA,C86,0.93,1,0.66,0.19,2020/2/24
6-降CPU内存,sza-dcos-vpc-kzx-0002,10.8.1.32,DCOS,vpc,B,vpc,16C32G,sza,OA,C86,0.27,0.16,0.04,0,2020/4/13
6-降CPU内存,szb-dcos-vpc-kzx-0001,10.8.2.199,DCOS,vpc,B,vpc,16C32G,szb,OA,C86,0.22,0.12,0.26,0,2020/6/26
6-降CPU内存,szb-dcos-vpc-kzx-0002,10.8.2.207,DCOS,vpc,B,vpc,16C32G,szb,OA,C86,0.35,0.24,0.46,0.39,2020/3/11
6-降CPU内存,hfa-dcos-web-kzx-0001,10.8.3.247,DCOS,web,B,web,8C32G,hfa,OA,x86,0.27,0.41,0.38,0,2020/2/10
0-平,hfa-dcos-web-kzx-0002,10.8.3.137,DCOS,web,B,web,8C32G,hfa,OA,x86,0.33,0.58,0.11,0.05,2020/8/1
1-升CPU,sza-dcos-web-kzx-0001,10.8.1.93,DCOS,web,B,web,16C32G,sza,OA,x86,0.81,0.76,0.7,0.37,2020/4/23
6-降CPU内存,sza-dcos-web-kzx-0002,10.8.1.80,DCOS,web,B,web,16C32G,sza,OA,x86,0.3,0.36,0.1,0.05,2020/2/13
6-降CPU内存,szb-dcos-web-kzx-0001,10.8.2.128,DCOS,web,B,web,16C32G,szb,OA,x86,0.13,0.26,0,0,2020/6/16
6-降CPU内存,szb-dcos-web-kzx-0002,10.8.2.197,DCOS,web,B,web,16C32G,szb,OA,x86,0.1,0.19,0,0,2020/9/3
1-升CPU,bja-docker-MGR-kzx-0001,10.8.4.175,DOCKER,MGR,C,MGR,4C8G,bja,OA,ARM,0.82,0.72,0.7,0.6,2020/9/11
1-升CPU,bja-docker-MGR-kzx-0002,10.8.4.247,DOCKER,MGR,C,MGR,4C8G,bja,OA,ARM,0.61,0.4,0.14,0.1,2020/7/16
1-升CPU,bjb-docker-MGR-kzx-0001,10.8.5.253,DOCKER,MGR,C,MGR,4C8G,bjb,OA,C86,0.78,0.23,0.34,0.04,2020/1/6
4-降CPU,bjb-docker-MGR-kzx-0002,10.8.5.80,DOCKER,MGR,C,MGR,4C8G,bjb,OA,C86,0.11,0.75,0,0,2020/6/28
0-平,hfa-docker-MGR-kzx-0001,10.8.3.4,DOCKER,MGR,C,MGR,2C4G,hfa,OA,C86,0.4,0.27,0.13,0.03,2020/7/17
1-升CPU,hfa-docker-MGR-kzx-0002,10.8.3.45,DOCKER,MGR,C,MGR,2C4G,hfa,OA,C86,0.77,0.71,0.3,0.09,2020/12/14
0-平,bja-docker-docker-kzx-0001,10.3.4.148,DOCKER,docker,C,docker,32C64G,bja,KFCS,x86,0.63,0.75,0.71,0.46,2020/8/8
0-平,bja-docker-docker-kzx-0002,10.3.4.249,DOCKER,docker,C,docker,32C64G,bja,KFCS,x86,0.52,0.38,0.08,0.04,2020/9/15
5-降内存,bjb-docker-docker-kzx-0001,10.3.5.150,DOCKER,docker,C,docker,32C64G,bjb,KFCS,C86,0.25,0.54,0.1,0,2020/8/1
0-平,bjb-docker-docker-kzx-0002,10.3.5.101,DOCKER,docker,C,docker,32C64G,bjb,KFCS,C86,0.82,0.33,0.14,0.07,2020/10/7
6-降CPU内存,hfa-docker-docker-kzx-0001,10.3.3.22,DOCKER,docker,C,docker,16C64G,hfa,KFCS,C86,0.17,0.32,0,0,2020/5/11
6-降CPU内存,hfa-docker-docker-kzx-0002,10.3.3.48,DOCKER,docker,C,docker,16C64G,hfa,KFCS,C86,0.38,0.49,0.18,0.03,2020/1/27
1-升CPU,bja-docker-ha-kzx-0001,10.8.4.120,DOCKER,ha,C,ha,16C32G,bja,OA,ARM,0.93,0.71,0.61,0.5,2020/6/1
6-降CPU内存,bja-docker-ha-kzx-0002,10.8.4.232,DOCKER,ha,C,ha,16C32G,bja,OA,ARM,0.44,0.3,0.36,0.27,2020/4/23
1-升CPU,bja-docker-ha-kzx-0003,10.8.4.239,DOCKER,ha,C,ha,16C32G,bja,OA,ARM,0.76,0.44,0.59,0.19,2020/5/25
4-降CPU,bjb-docker-ha-kzx-0001,10.8.5.38,DOCKER,ha,C,ha,16C32G,bjb,OA,x86,0.3,0.87,0.03,0.01,2020/10/5
6-降CPU内存,bjb-docker-ha-kzx-0002,10.8.5.193,DOCKER,ha,C,ha,16C32G,bjb,OA,x86,0.38,0.24,0.18,0.06,2020/6/9
6-降CPU内存,bjb-docker-ha-kzx-0003,10.8.5.65,DOCKER,ha,C,ha,16C32G,bjb,OA,x86,0.1,0.23,0,0,2020/9/6
1-升CPU,hfa-docker-ha-kzx-0001,10.8.3.90,DOCKER,ha,C,ha,2C4G,hfa,OA,C86,0.53,0.18,0.23,0.11,2020/8/25
0-平,hfa-docker-ha-kzx-0002,10.8.3.200,DOCKER,ha,C,ha,2C4G,hfa,OA,C86,0.29,0.23,0.7,0,2020/6/15
1-升CPU,bja-docker-web-kzx-0001,10.7.4.112,DOCKER,web,C,web,4C8G,bja,HXYW,ARM,1,0.67,0.44,0.12,2020/5/12
3-升CPU内存,bja-docker-web-kzx-0002,10.7.4.142,DOCKER,web,C,web,4C8G,bja,HXYW,ARM,0.21,0.69,0.26,0,2020/7/19
1-升CPU,bjb-docker-web-kzx-0001,10.7.5.4,DOCKER,web,C,web,4C8G,bjb,HXYW,x86,1,0.1,0.17,0.07,2020/11/19
4-降CPU,bjb-docker-web-kzx-0002,10.7.5.209,DOCKER,web,C,web,4C8G,bjb,HXYW,x86,0.13,0.89,0,0,2020/2/23
1-升CPU,hfa-docker-web-kzx-0001,10.7.3.214,DOCKER,web,C,web,4C8G,hfa,HXYW,C86,0.73,0.2,0.23,0.19,2020/9/16
6-降CPU内存,hfa-docker-web-kzx-0002,10.7.3.20,DOCKER,web,C,web,4C8G,hfa,HXYW,C86,0.19,0.19,0,0,2020/7/16
1-升CPU,bja-ems-MGR-kzx-0001,10.1.4.106,EMS,MGR,A,MGR,4C8G,bja,AG,ARM,0.68,0.75,0.67,0.51,2020/7/9
3-升CPU内存,bja-ems-MGR-kzx-0002,10.1.4.188,EMS,MGR,A,MGR,4C8G,bja,AG,ARM,0.71,0.86,0.69,0.07,2020/1/26
6-降CPU内存,bjb-ems-MGR-kzx-0001,10.1.5.204,EMS,MGR,A,MGR,4C8G,bjb,AG,x86,0.16,0.14,0,0,2020/9/12
6-降CPU内存,bjb-ems-MGR-kzx-0002,10.1.5.116,EMS,MGR,A,MGR,4C8G,bjb,AG,x86,0.33,0.17,0.14,0.1,2020/4/17
6-降CPU内存,hfa-ems-MGR-kzx-0001,10.1.3.129,EMS,MGR,A,MGR,4C8G,hfa,AG,ARM,0.34,0.38,0.15,0.1,2020/8/17
6-降CPU内存,hfa-ems-MGR-kzx-0002,10.1.3.155,EMS,MGR,A,MGR,4C8G,hfa,AG,ARM,0.21,0.17,0.2,0,2020/12/14
0-平,bja-ems-Nginx-kzx-0001,10.1.4.240,EMS,Nginx,A,Nginx,16C64G,bja,AG,ARM,0.34,0.85,0.59,0.24,2020/9/26
0-平,bja-ems-Nginx-kzx-0002,10.1.4.252,EMS,Nginx,A,Nginx,16C64G,bja,AG,ARM,0.64,0.33,0.48,0.26,2020/8/7
0-平,bja-ems-Nginx-kzx-0003,10.1.4.196,EMS,Nginx,A,Nginx,16C64G,bja,AG,ARM,0.55,0.95,0.32,0.13,2020/3/20
4-降CPU,bja-ems-Nginx-kzx-0004,10.1.4.108,EMS,Nginx,A,Nginx,16C64G,bja,AG,ARM,0.69,0.55,0.33,0.24,2020/3/15
4-降CPU,bja-ems-Nginx-kzx-0005,10.1.4.250,EMS,Nginx,A,Nginx,16C64G,bja,AG,ARM,0.57,0.47,0.27,0.07,2020/5/12
6-降CPU内存,bja-ems-Nginx-kzx-0006,10.1.4.51,EMS,Nginx,A,Nginx,16C64G,bja,AG,ARM,0.45,0.4,0.38,0.16,2020/11/14
6-降CPU内存,bjb-ems-Nginx-kzx-0001,10.1.5.157,EMS,Nginx,A,Nginx,16C64G,bjb,AG,ARM,0.22,0.19,0.46,0,2020/8/14
4-降CPU,bjb-ems-Nginx-kzx-0002,10.1.5.24,EMS,Nginx,A,Nginx,16C64G,bjb,AG,ARM,0.44,0.63,0.06,0.03,2020/5/5
1-升CPU,bjb-ems-Nginx-kzx-0003,10.1.5.161,EMS,Nginx,A,Nginx,16C64G,bjb,AG,ARM,0.56,0.18,0.02,0.01,2020/3/27
6-降CPU内存,bjb-ems-Nginx-kzx-0004,10.1.5.86,EMS,Nginx,A,Nginx,16C64G,bjb,AG,ARM,0.3,0.4,0.55,0.35,2020/4/3
6-降CPU内存,bjb-ems-Nginx-kzx-0005,10.1.5.208,EMS,Nginx,A,Nginx,16C64G,bjb,AG,ARM,0.37,0.13,0.11,0.1,2020/9/15
6-降CPU内存,bjb-ems-Nginx-kzx-0006,10.1.5.124,EMS,Nginx,A,Nginx,16C64G,bjb,AG,ARM,0.41,0.1,0.01,0,2020/3/17
1-升CPU,hfa-ems-Nginx-kzx-0001,10.1.3.156,EMS,Nginx,A,Nginx,2C4G,hfa,AG,C86,1,0.12,0.2,0.07,2020/9/17
0-平,hfa-ems-Nginx-kzx-0002,10.1.3.101,EMS,Nginx,A,Nginx,2C4G,hfa,AG,C86,0.28,0.3,0.37,0,2020/2/11
1-升CPU,bja-ems-Redis-kzx-0001,10.2.4.237,EMS,Redis,A,Redis,16C64G,bja,SCYW,ARM,0.98,0.79,0.54,0.28,2020/2/14
0-平,bja-ems-Redis-kzx-0002,10.2.4.238,EMS,Redis,A,Redis,16C64G,bja,SCYW,ARM,0.65,0.4,0.64,0.23,2020/1/20
0-平,bja-ems-Redis-kzx-0003,10.2.4.154,EMS,Redis,A,Redis,16C64G,bja,SCYW,ARM,0.74,0.35,0.42,0.25,2020/7/28
4-降CPU,bja-ems-Redis-kzx-0004,10.2.4.22,EMS,Redis,A,Redis,16C64G,bja,SCYW,ARM,0.69,0.73,0.28,0.15,2020/10/6
4-降CPU,bja-ems-Redis-kzx-0005,10.2.4.239,EMS,Redis,A,Redis,16C64G,bja,SCYW,ARM,0.95,0.87,0.26,0.18,2020/3/19
1-升CPU,bja-ems-Redis-kzx-0006,10.2.4.59,EMS,Redis,A,Redis,16C64G,bja,SCYW,ARM,0.85,0.53,0.14,0.02,2020/10/9
1-升CPU,bjb-ems-Redis-kzx-0001,10.2.5.61,EMS,Redis,A,Redis,16C64G,bjb,SCYW,x86,0.76,0.3,0.04,0.02,2020/8/16
5-降内存,bjb-ems-Redis-kzx-0002,10.2.5.181,EMS,Redis,A,Redis,16C64G,bjb,SCYW,x86,0.13,0.68,0,0,2020/5/11
6-降CPU内存,bjb-ems-Redis-kzx-0003,10.2.5.189,EMS,Redis,A,Redis,16C64G,bjb,SCYW,x86,0.28,0.13,0.35,0,2020/11/13
6-降CPU内存,bjb-ems-Redis-kzx-0004,10.2.5.230,EMS,Redis,A,Redis,16C64G,bjb,SCYW,x86,0.23,0.14,0.2,0,2020/11/6
0-平,bjb-ems-Redis-kzx-0005,10.2.5.183,EMS,Redis,A,Redis,16C64G,bjb,SCYW,x86,0.85,0.17,0.2,0.09,2020/9/14
6-降CPU内存,bjb-ems-Redis-kzx-0006,10.2.5.193,EMS,Redis,A,Redis,16C64G,bjb,SCYW,x86,0.1,0.37,0,0,2020/5/17
0-平,hfa-ems-Redis-kzx-0001,10.2.3.116,EMS,Redis,A,Redis,2C4G,hfa,SCYW,C86,0.37,0.29,0.31,0.13,2020/11/14
2-升内存,hfa-ems-Redis-kzx-0002,10.2.3.102,EMS,Redis,A,Redis,2C4G,hfa,SCYW,C86,0.26,0.76,0.5,0,2020/4/13
1-升CPU,hfa-ems-Redis-kzx-0003,10.2.3.160,EMS,Redis,A,Redis,2C4G,hfa,SCYW,C86,0.9,0.26,0.07,0.03,2020/10/13
1-升CPU,hfa-ems-Redis-kzx-0004,10.2.3.154,EMS,Redis,A,Redis,2C4G,hfa,SCYW,C86,0.2,0.8,0.59,0,2020/11/26
0-平,hfa-ems-Redis-kzx-0005,10.2.3.169,EMS,Redis,A,Redis,2C4G,hfa,SCYW,C86,0.25,0.32,0.14,0,2020/2/27
0-平,hfa-ems-Redis-kzx-0006,10.2.3.198,EMS,Redis,A,Redis,2C4G,hfa,SCYW,C86,0.15,0.67,0,0,2020/4/16
1-升CPU,bja-ems-address-kzx-0001,10.2.4.34,EMS,address,A,address,2C8G,bja,SCYW,C86,0.79,0.79,0.72,0.42,2020/10/16
1-升CPU,bja-ems-address-kzx-0002,10.2.4.214,EMS,address,A,address,2C8G,bja,SCYW,C86,0.68,0.1,0.57,0.1,2020/8/13
5-降内存,bjb-ems-address-kzx-0001,10.2.5.131,EMS,address,A,address,2C8G,bjb,SCYW,x86,0.21,0.47,0.31,0,2020/6/27
1-升CPU,bjb-ems-address-kzx-0002,10.2.5.71,EMS,address,A,address,2C8G,bjb,SCYW,x86,1,0.1,0.19,0.06,2020/6/25
0-平,hfa-ems-address-kzx-0001,10.2.3.208,EMS,address,A,address,2C4G,hfa,SCYW,ARM,0.15,0.15,0,0,2020/7/3
