业务IP,归属系统,归属微服务,系统级别,进程,规格,机房,网络区域,芯片架构,最高CPU利用率,最高内存利用率,CPU利用率(>20%)时间占比,CPU利用率(>30%)时间占比,group
[ 1  0  0 23],15,[11],2,[11],8,3,0,1,0.6753038550826848,-0.4783383240200326,0.4159577700105481,-0.0760367639039116,[92 75 17 64  1]
[  1   0   0 113],6,[26],2,[26],1,3,0,0,0.5298398614893144,1.2194221465457913,1.1994607522203902,0.9582241996583234,[92 46 35 64  0]
[  1   0 111  66],14,[5],3,[5],6,4,0,1,0.3480098694976016,-0.8178904181331975,-0.680946405083231,-0.3802311649516278,[93 72 11 64  2]
[  1 220 177 112],7,[76],3,[76],6,2,1,1,-1.0338980696394149,-1.0442584808753073,-1.0726978961881521,-0.684425565999344,[56 48 98 64  1]
[  1 230 111  50],0,[47],1,[47],2,4,3,1,-0.7066040840543318,-1.006530470418289,-0.8768221506356916,-0.684425565999344,[93 21 62 64  0]
[  1   0 188   7],5,[20],3,[20],8,0,0,0,-0.9975320712410722,1.4080621988308826,1.160285603109898,-0.684425565999344,[33 41 27 64  0]
[  1 177 177 134],7,[35],3,[35],1,2,2,1,-1.1066300664360997,-0.5537943449340693,-1.0726978961881521,-0.684425565999344,[56 48 48 64  0]
[  1 230 188 148],7,[40],3,[40],0,0,3,0,-0.12474810968085126,-0.629250365848106,0.33760747178956385,0.9582241996583234,[33 48 54 64  1]
[  1   0 177  41],15,[7],2,[7],2,2,0,1,-1.0702640680377573,0.012125811921205154,-1.0726978961881521,-0.684425565999344,[56 75 13 64  0]
[  1   0 111 104],0,[38],1,[38],4,4,0,0,0.05708188231086139,-0.4406103135630145,-0.09331916842584934,0.41067427777243415,[93 21 52 64  3]
[ 1  0  0 98],17,[40],0,[40],6,3,0,1,1.4026238230495354,2.0117103661431757,2.7664667166400747,4.182684850764115,[92 88 54 64  0]
[ 1  0  0 86],17,[53],0,[53],1,3,0,1,1.3298918262528503,0.012125811921205154,1.1211104539994063,2.1750018038491876,[92 88 69 64  0]
[  1 230 198 212],10,[76],3,[76],8,1,3,1,-0.779336080851017,0.2762218851203335,-0.2500197648678178,-0.684425565999344,[34 61 98 64  1]
[  1   0 177  74],6,[26],2,[26],3,2,0,1,-1.3611920552244978,-0.5915223553910877,-1.0726978961881521,-0.684425565999344,[56 46 35 64  0]
[  1   0 198 149],16,[6],0,[6],1,1,0,1,1.1480618342611377,0.9553260733466629,-0.2891949139783098,-0.1368756441134549,[34 77 12 64  0]
[  1   0 111 132],15,[36],2,[36],1,4,0,1,0.9298658438710823,0.20076586420629686,0.4943080682315324,0.34983539756289106,[93 75 49 64  1]
[  1   0   0 129],15,[36],2,[36],1,3,0,2,-0.0883821112825087,0.6535019896905165,0.2200820244580876,0.8973853194487801,[92 75 49 64  1]
[ 1  0  0 42],0,[9],1,[9],5,3,0,0,1.220793831057823,2.0117103661431757,1.5912122433253115,2.78339060594462,[92 21 15 64  0]
[  1 220 177 203],5,[5],3,[5],8,2,1,0,-1.0702640680377573,-0.516066334477051,-1.0726978961881521,-0.684425565999344,[56 41 11 64  0]
[  1 111 111 195],12,[51],2,[51],0,4,4,0,-0.8520680776477021,-0.6669783763051244,-0.5634209577517546,-0.684425565999344,[93 67 67 64  1]
[  1 230 177 235],6,[67],2,[67],2,2,3,0,0.1661798775058891,-1.383810574988472,-0.014968870204865044,-0.2585534045325413,[56 46 86 64  0]
[  1 230 177  71],0,[16],1,[16],8,2,3,0,-0.23384610487587898,-1.383810574988472,0.25925717356857975,-0.5627478055802575,[56 21 23 64  0]
[  1 177 177 133],1,[48],1,[48],3,2,2,1,-1.0338980696394149,1.2571501570028096,-1.0726978961881521,-0.684425565999344,[56 27 63 64  0]
[  1 220 177  90],5,[15],3,[15],8,2,1,2,0.09344788070920397,-0.8933464390472341,-0.5242458086412625,-0.441070045161171,[56 41 22 64  1]
[  1 230   0 127],6,[71],2,[71],2,3,3,0,-1.1066300664360997,-1.1574425122463623,-1.0726978961881521,-0.684425565999344,[92 46 91 64  1]
[  1 111   0  16],2,[67],2,[67],8,3,4,0,1.220793831057823,0.4648619374054248,1.7479128397672798,3.452618288249596,[92 36 86 64  0]
[  1 220 111  27],14,[11],3,[11],8,4,1,2,-0.41567609686759166,-0.8178904181331975,-0.09331916842584934,0.28899651735334775,[93 72 17 64  0]
[  1 220 198 219],5,[23],3,[23],5,1,1,1,-1.2884600584278125,0.6157739792334982,-1.0726978961881521,-0.684425565999344,[34 41 30 64  1]
[  1 209 177 132],8,[73],0,[73],5,2,5,0,-0.3429441000709065,-1.0819864913323256,-0.7592967033042152,-0.441070045161171,[56 50 95 64  1]
[  1   0 177 235],6,[64],2,[64],7,2,0,0,-0.8157020792493596,-0.3651542926489778,0.4943080682315324,-0.684425565999344,[56 46 83 64  1]
[  1 209 177  78],17,[27],0,[27],2,2,5,1,0.45710786469262926,-1.119714501789344,1.00358500666793,0.5931909184010639,[56 88 37 64  0]
[  1 111 188  72],8,[40],0,[40],6,0,4,2,-1.2157280616311275,0.3516779060343702,-1.0726978961881521,-0.684425565999344,[33 50 54 64  1]
[  1 209 177 223],8,[73],0,[73],5,2,5,0,-0.48840809366427657,-0.3274262821919595,1.00358500666793,-0.0760367639039116,[56 50 95 64  0]
[  1   0 198 138],16,[13],0,[13],5,1,0,2,-1.2157280616311275,-1.2328985331603988,-1.0726978961881521,-0.684425565999344,[34 77 19 64  0]
[  1   0   0 145],17,[76],0,[76],2,3,0,2,1.4753558198462204,0.012125811921205154,0.1417317262371033,0.47151315798197746,[92 88 98 64  1]
[  1 230 111  47],1,[18],1,[18],6,4,3,0,-0.779336080851017,0.3516779060343702,1.5128619451043273,-0.684425565999344,[93 27 25 64  0]
[  1   0 111  47],17,[40],0,[40],6,4,0,2,-0.8157020792493596,-0.40288230310599615,-0.4458955104202783,-0.684425565999344,[93 88 54 64  1]
[  1   0 111 184],2,[39],2,[39],0,4,0,2,1.8026498054313034,-0.5537943449340693,0.4159577700105481,0.7148686788201504,[93 36 53 64  4]
[  1   0 111 241],15,[7],2,[7],2,4,0,1,1.1480618342611377,-1.1951705227033806,-0.13249431753634147,-0.0760367639039116,[93 75 13 64  3]
[  1 111 198 203],3,[49],2,[49],5,1,4,0,0.05708188231086139,0.04985382237822349,-0.9551724488566757,-0.6235866857898008,[34 38 65 64  1]
[  1   0 111 141],15,[11],2,[11],8,4,0,2,-0.8157020792493596,-0.9688024599612707,-0.7201215541937231,-0.684425565999344,[93 75 17 64  0]
[  1 220 177  66],0,[11],1,[11],2,2,1,1,-0.30657810167256394,1.6721582720300108,0.024206278905627102,0.28899651735334775,[56 21 17 64  0]
[  1 230 111 228],6,[40],2,[40],3,4,3,0,-0.8884340760460446,0.7289580106045532,-1.03352274707766,-0.684425565999344,[93 46 54 64  1]
[  1   0 188  79],3,[44],2,[44],0,0,0,0,1.9117478006263309,0.8798700524326262,2.5314158219771223,3.6959738090877687,[33 38 59 64  0]
[  1 220 177 193],11,[4],3,[4],3,2,1,0,-0.48840809366427657,-0.3274262821919595,-0.4458955104202783,-0.5019089253707143,[56 65 10 64  0]
[  1 230 198 104],7,[40],3,[40],0,1,3,2,-0.3429441000709065,-0.8556184285902159,-0.36754521219929415,-0.3193922847420846,[34 48 54 64  1]
[  1   0 188  22],16,[13],0,[13],5,0,0,1,-0.19748010647753642,-1.0819864913323256,-0.2500197648678178,-0.441070045161171,[33 77 19 64  1]
[  1 209 198 193],13,[55],2,[55],0,1,5,1,-0.9611660728427298,-1.1574425122463623,-0.4458955104202783,-0.684425565999344,[34 71 71 64  0]
[  1   0 111 162],12,[11],2,[11],3,4,0,0,-1.0702640680377573,2.0117103661431757,-1.0726978961881521,-0.684425565999344,[93 67 17 64  0]
[  1 111 177 137],2,[7],2,[7],5,2,4,1,1.220793831057823,-1.383810574988472,-0.4458955104202783,-0.2585534045325413,[56 36 13 64  1]
[  1 230 177  48],1,[54],1,[54],6,2,3,2,-0.779336080851017,0.4648619374054248,-0.8376470015251994,-0.684425565999344,[56 27 70 64  0]
[  1 111 188 115],13,[11],2,[11],3,0,4,0,1.729917808634618,0.5403179583194615,1.5912122433253115,2.5400350851064473,[33 71 17 64  0]
[  1 177 177 182],0,[43],1,[43],2,2,2,2,-0.6338720872576469,-0.025602198535812977,1.787087988877772,0.41067427777243415,[56 21 58 64  3]
[  1 209 111  12],12,[7],2,[7],0,4,5,1,-0.37931009846924907,0.2762218851203335,-0.40672036130978617,-0.441070045161171,[93 67 13 64  0]
[  1 220 188  73],11,[4],3,[4],3,0,1,1,0.23891187430257427,0.9553260733466629,0.6510086646735008,1.0190630798678666,[33 65 10 64  1]
[  1 220   0 236],6,[50],2,[50],0,3,1,0,1.1116958358627953,1.860798324315102,1.2778110504413744,1.0190630798678666,[92 46 66 64  0]
[  1 220 188 155],11,[4],3,[4],3,0,1,1,-0.5247740920626192,0.012125811921205154,-0.9551724488566757,-0.6235866857898008,[33 65 10 64  5]
[  1 220 111 165],0,[11],1,[11],8,4,1,1,-0.8157020792493596,-1.2706265436174171,0.4159577700105481,-0.684425565999344,[93 21 17 64  1]
[  1 209 177 109],3,[72],2,[72],6,2,5,0,-0.4520420952659342,-1.383810574988472,-0.8376470015251994,-0.5019089253707143,[56 38 94 64  0]
[  1 177 198 117],10,[40],3,[40],7,1,2,0,-0.41567609686759166,-0.4406103135630145,-0.2500197648678178,-0.1368756441134549,[34 61 54 64  2]
[  1   0 177  25],15,[76],2,[76],7,2,0,2,-0.8157020792493596,-1.3083545540744355,0.8077092611154691,-0.684425565999344,[56 75 98 64  0]
[  1 209 177 205],17,[16],0,[16],3,2,5,0,-0.5247740920626192,-0.9688024599612707,-0.4458955104202783,-0.441070045161171,[56 88 23 64  0]
[  1 220 188  15],7,[76],3,[76],6,0,1,0,1.9117478006263309,0.7666860210615716,0.6510086646735008,0.04564099651517479,[33 48 98 64  0]
[  1   0 188 233],16,[9],0,[9],6,0,0,0,1.9117478006263309,1.181694136088773,2.0221388835407246,3.026746126782793,[33 77 15 64  0]
[  1   0 188   8],3,[55],2,[55],6,0,0,2,0.8207678486760546,0.5025899478624432,0.5726583664525164,1.7491296423823854,[33 38 71 64  0]
[  1 177 198 245],5,[31],3,[31],2,1,2,0,0.3480098694976016,-0.7047063867621425,0.10255657712661118,-0.5627478055802575,[34 41 43 64  0]
[  1   0 177 170],13,[39],2,[39],3,2,0,0,0.784401850277712,1.2194221465457913,1.6303873924358032,-0.6235866857898008,[56 71 53 64  1]
[  1 177   0 117],2,[3],2,[3],0,3,2,2,1.1844278326594804,0.7289580106045532,1.8654382870987563,2.96590724657325,[92 36  9 64  0]
[  1 177 177  82],2,[1],2,[1],5,2,2,1,-0.37931009846924907,0.31394989557735187,0.25925717356857975,0.28899651735334775,[56 36  7 64  0]
[  1 220 111  81],15,[40],2,[40],2,4,1,2,-0.23384610487587898,0.2762218851203335,-0.8768221506356916,-0.5627478055802575,[93 75 54 64  1]
[  1 220 111 126],15,[55],2,[55],7,4,1,0,1.5844538150412482,-0.6669783763051244,-0.40672036130978617,-0.1977145243229981,[93 75 71 64  0]
[  1 111   0  20],0,[40],1,[40],0,3,4,1,-0.5975060888593043,2.0117103661431757,1.1994607522203902,1.2624186007060394,[92 21 54 64  1]
[ 1  0  0 42],15,[7],2,[7],2,3,0,2,-0.01565011448582375,-0.025602198535812977,1.2386359013308823,0.34983539756289106,[92 75 13 64  5]
[  1 111 177  67],0,[33],1,[33],5,2,4,1,-0.19748010647753642,-0.6669783763051244,0.9644098575574377,-0.2585534045325413,[56 21 45 64  0]
[  1 111 188 111],18,[76],3,[76],8,0,4,1,-0.48840809366427657,-0.6669783763051244,1.160285603109898,0.34983539756289106,[ 33 100  98  64   1]
[  1 111 198 205],3,[7],2,[7],1,1,4,2,-0.7429700824526744,1.7853423034010656,-0.17166946664683352,-0.684425565999344,[34 38 13 64  2]
[  1   0 177 118],8,[76],0,[76],2,2,0,2,1.6571858118379335,1.8985263347721206,-0.36754521219929415,-0.3802311649516278,[56 50 98 64  1]
[  1   0   0 184],0,[38],1,[38],4,3,0,0,1.3298918262528503,-1.0819864913323256,1.4736867959938351,0.04564099651517479,[92 21 52 64  3]
[  1 177 177 121],5,[31],3,[31],2,2,2,2,-0.5247740920626192,-0.9688024599612707,1.3953364977728508,-0.0760367639039116,[56 41 43 64  1]
[  1 111 198  91],13,[76],2,[76],6,1,4,0,-0.779336080851017,-1.1574425122463623,0.29843232267907166,-0.684425565999344,[34 71 98 64  0]
[  1 177 111 191],1,[17],1,[17],8,4,2,1,-0.05201611288416612,-0.138786229906868,-0.8376470015251994,-0.5019089253707143,[93 27 24 64  0]
[  1 230 177 213],0,[34],1,[34],8,2,3,0,-0.5975060888593043,-0.9688024599612707,-0.7984718524147073,-0.5019089253707143,[56 21 47 64  1]
[  1 111 198 186],16,[12],0,[12],3,1,4,2,-0.19748010647753642,-1.0819864913323256,-0.328370063088802,-0.5627478055802575,[34 77 18 64  0]
[  1 220 177 195],18,[78],3,[78],3,2,1,0,-0.3429441000709065,0.04985382237822349,-1.03352274707766,-0.684425565999344,[ 56 100 100  64   0]
[  1 111 177   4],11,[30],3,[30],3,2,4,0,0.020715883912518822,-1.0442584808753073,-0.8768221506356916,-0.5627478055802575,[56 65 42 64  0]
[  1 230 177  46],6,[75],2,[75],6,2,3,1,-1.1429960648344424,1.936254345229139,-1.0726978961881521,-0.684425565999344,[56 46 97 64  1]
[  1   0 177 102],5,[56],3,[56],2,2,0,0,-0.779336080851017,0.5025899478624432,0.1417317262371033,-0.684425565999344,[56 41 73 64  1]
[  1 177 188  21],9,[40],3,[40],7,0,2,2,0.9298658438710823,-0.4783383240200326,1.042760155778422,1.9924851632205582,[33 55 54 64  0]
[  1 177   0  87],1,[67],1,[67],8,3,2,0,-0.27021210327422135,0.08758183283524183,0.33760747178956385,0.22815763714380446,[92 27 86 64  1]
[  1   0 177 246],2,[76],2,[76],5,2,0,1,-0.27021210327422135,-1.119714501789344,-0.680946405083231,-0.3802311649516278,[56 36 98 64  0]
[  1 177 177 147],2,[11],2,[11],3,2,2,0,0.5298398614893144,-0.40288230310599615,1.042760155778422,0.28899651735334775,[56 36 17 64  0]
[  1 230 177 139],6,[15],2,[15],3,2,3,0,0.6753038550826848,0.6535019896905165,-0.014968870204865044,-0.5019089253707143,[56 46 22 64  1]
[  1 111   0  95],17,[60],0,[60],5,3,4,0,0.23891187430257427,-0.17651424036388633,0.8860595593364534,0.7148686788201504,[92 88 79 64  2]
[  1 230 111  55],6,[67],2,[67],2,4,3,1,-1.0702640680377573,-0.06333020899283132,-1.0726978961881521,-0.684425565999344,[93 46 86 64  0]
[  1 220 177 237],0,[62],1,[62],7,2,1,2,1.03896383906611,-1.0442584808753073,1.1211104539994063,-0.6235866857898008,[56 21 81 64  1]
[  1 111 188 153],8,[12],0,[12],1,0,4,0,1.8390158038296458,1.2194221465457913,1.042760155778422,1.0190630798678666,[33 50 18 64  0]
[  1 111 188  96],16,[76],0,[76],7,0,4,2,0.20254587590423168,0.2384938746633152,0.33760747178956385,0.9582241996583234,[33 77 98 64  1]
[  1 177 177 115],11,[40],3,[40],5,2,2,1,-0.0883821112825087,-0.17651424036388633,-0.9551724488566757,-0.6235866857898008,[56 65 54 64  0]
[  1 230 188 168],10,[76],3,[76],8,0,3,2,1.6208198134395908,0.6157739792334982,1.434511646883343,2.2966795642682745,[33 61 98 64  0]
[  1 230   0   3],6,[40],2,[40],3,3,3,0,0.9298658438710823,0.9175980628896445,0.9252347084469456,1.140740840286953,[92 46 54 64  0]
[  1   0 198 121],8,[11],0,[11],1,1,0,0,-0.37931009846924907,-1.2706265436174171,-0.6417712559727389,-0.0760367639039116,[34 50 17 64  4]
[  1 111 198  69],13,[40],2,[40],2,1,4,1,-0.8884340760460446,-1.3460825645314538,-0.5242458086412625,-0.684425565999344,[34 71 54 64  0]
[  1   0 198 242],16,[8],0,[8],4,1,0,0,-0.8520680776477021,0.2384938746633152,-0.2500197648678178,-0.684425565999344,[34 77 14 64  1]
[  1 230 177 219],15,[9],2,[9],8,2,3,0,-1.2884600584278125,0.9930540838036812,-1.0726978961881521,-0.684425565999344,[56 75 15 64  4]
[  1 230 111  75],0,[73],1,[73],3,4,3,2,-0.12474810968085126,-1.119714501789344,-0.48507065953077044,-0.2585534045325413,[93 21 95 64  0]
[  1 111 177  41],11,[30],3,[30],3,2,4,0,-0.5611400904609617,-1.119714501789344,-0.5634209577517546,-0.0760367639039116,[56 65 42 64  1]
[  1 111 177 106],11,[76],3,[76],2,2,4,1,0.020715883912518822,1.936254345229139,0.29843232267907166,-0.3802311649516278,[56 65 98 64  1]
[  1 220 177 191],0,[62],1,[62],7,2,1,2,-1.2884600584278125,0.3516779060343702,-1.0726978961881521,-0.684425565999344,[56 21 81 64  0]
[  1 230 111   0],6,[7],2,[7],3,4,3,0,-1.25209406002947,-0.06333020899283132,-1.0726978961881521,-0.684425565999344,[93 46 13 64  2]
[  1 230 198 242],10,[46],3,[46],6,1,3,0,0.020715883912518822,-0.8933464390472341,-0.7201215541937231,-0.441070045161171,[34 61 61 64  0]
[  1 209 111 200],17,[16],0,[16],1,4,5,0,-0.7066040840543318,0.42713392694840646,1.1994607522203902,-0.684425565999344,[93 88 23 64  1]
[  1 230   0   6],0,[24],1,[24],0,3,3,0,1.1480618342611377,0.8421420419756078,-0.6417712559727389,-0.6235866857898008,[92 21 31 64  1]
[  1 230 188  24],7,[40],3,[40],0,0,3,0,1.6571858118379335,0.9175980628896445,1.3169861995518666,2.3575184444778174,[33 48 54 64  0]
[  1 111 188 137],11,[30],3,[30],6,0,4,2,-1.1066300664360997,0.12530984329226016,-1.0726978961881521,-0.684425565999344,[33 65 42 64  1]
[  1 209 177 195],12,[7],2,[7],0,2,5,2,-0.3429441000709065,-1.3460825645314538,1.8262631379882641,-0.2585534045325413,[56 67 13 64  0]
[  1 220   0  46],0,[62],1,[62],1,3,1,1,1.257159829456165,1.3326061779168459,1.00358500666793,0.9582241996583234,[92 21 81 64  1]
[  1 111 188 128],8,[16],0,[16],3,0,4,1,0.7480358518793698,-1.383810574988472,1.160285603109898,-0.0760367639039116,[33 50 23 64  1]
[  1 220   0  85],15,[40],2,[40],2,3,1,0,0.8571338470743972,1.5967022511159743,1.2778110504413744,1.8099685225919284,[92 75 54 64  0]
[  1 111 198 240],8,[34],0,[34],4,1,4,1,-0.27021210327422135,-1.2706265436174171,0.024206278905627102,-0.3802311649516278,[34 50 47 64  0]
[  1 177 111 146],0,[43],1,[43],8,4,2,1,-1.3611920552244978,-0.7047063867621425,-1.0726978961881521,-0.684425565999344,[93 21 58 64  0]
[  1   0 177  63],8,[11],0,[11],2,2,0,1,1.9117478006263309,-1.3083545540744355,-0.2891949139783098,-0.2585534045325413,[56 50 17 64  0]
[  1 111 198 248],3,[76],2,[76],2,1,4,1,-1.0702640680377573,-1.3083545540744355,-1.0726978961881521,-0.684425565999344,[34 38 98 64  1]
[  1 111   0 110],2,[67],2,[67],8,3,4,0,1.9117478006263309,0.31394989557735187,-0.680946405083231,-0.3802311649516278,[92 36 86 64  1]
[  1 111 188 182],8,[16],0,[16],3,0,4,1,1.1480618342611377,1.2194221465457913,1.7479128397672798,1.8708074028014716,[33 50 23 64  0]
[  1 220 188  85],11,[49],3,[49],5,0,1,0,1.9117478006263309,-0.138786229906868,0.8468844102259613,0.41067427777243415,[33 65 65 64  1]
[  1 220 177  29],11,[49],3,[49],2,2,1,0,-0.6338720872576469,-0.9688024599612707,1.3169861995518666,0.5323520381915208,[56 65 65 64  0]
[  1 111 111 212],17,[61],0,[61],8,4,4,0,-0.48840809366427657,-0.9688024599612707,1.2386359013308823,0.34983539756289106,[93 88 80 64  1]
[  1 230 111 111],0,[16],1,[16],4,4,3,2,1.1844278326594804,-0.28969827173494117,-0.48507065953077044,-0.2585534045325413,[93 21 23 64  0]
[  1 209 198 106],3,[63],2,[63],3,1,5,1,-1.0338980696394149,-0.6669783763051244,-1.0726978961881521,-0.684425565999344,[34 38 82 64  1]
[  1 209 177 142],16,[11],0,[11],6,2,5,0,-1.0338980696394149,-1.1951705227033806,-1.0726978961881521,-0.684425565999344,[56 77 17 64  0]
[  1   0 188 194],13,[7],2,[7],3,0,0,2,0.7480358518793698,1.0307820942606996,1.7087376906567875,0.41067427777243415,[33 71 13 64  1]
[  1 111 198   8],11,[5],3,[5],1,1,4,2,1.0753298374644527,-0.4783383240200326,-0.6417712559727389,-0.3193922847420846,[34 65 11 64  0]
[  1 230 111  53],1,[76],1,[76],0,4,3,2,-0.7429700824526744,1.5212462302019376,-0.5242458086412625,-0.684425565999344,[93 27 98 64  0]
[  1 177   0 233],0,[43],1,[43],8,3,2,2,1.1116958358627953,-0.6669783763051244,2.413890374645646,0.9582241996583234,[92 21 58 64  2]
[  1 230   0 154],0,[5],1,[5],6,3,3,2,1.9117478006263309,-0.8556184285902159,0.376782620900056,0.8365464392392368,[92 21 11 64  1]
[  1   0 198 117],8,[9],0,[9],6,1,0,2,-1.1429960648344424,-1.2328985331603988,-1.0726978961881521,-0.684425565999344,[34 50 15 64  0]
[  1 177 111 241],6,[70],2,[70],0,4,2,0,1.511721818244563,0.6157739792334982,-0.7984718524147073,-0.5019089253707143,[93 46 90 64  0]
[  1 177 111 180],0,[20],1,[20],6,4,2,1,1.6935518102362757,-1.383810574988472,0.9252347084469456,1.3232574809155828,[93 21 27 64  0]
[  1 111 111  66],2,[40],2,[40],5,4,4,2,-0.3429441000709065,-1.3083545540744355,1.5520370942148194,0.8973853194487801,[93 36 54 64  0]
[  1 209 111 168],17,[11],0,[11],3,4,5,0,-0.9611660728427298,0.012125811921205154,-0.328370063088802,-0.684425565999344,[93 88 17 64  1]
[  1   0 198 227],5,[56],3,[56],2,1,0,1,-0.19748010647753642,0.9175980628896445,0.29843232267907166,0.8973853194487801,[34 41 73 64  0]
[ 1  0  0 24],17,[12],0,[12],3,3,0,2,0.49347386309097185,-0.21424225082090467,2.7272915675295826,1.444935241334669,[92 88 18 64  1]
[  1 111 198   9],11,[9],3,[9],1,1,4,0,-0.12474810968085126,-0.21424225082090467,1.3953364977728508,-0.5627478055802575,[34 65 15 64  1]
[  1 209 111  38],12,[7],2,[7],0,4,5,1,1.6208198134395908,0.6157739792334982,-0.680946405083231,-0.3802311649516278,[93 67 13 64  1]
[  1   0 111  76],15,[7],2,[7],2,4,0,1,-0.7066040840543318,1.1062381151747362,-0.8768221506356916,-0.684425565999344,[93 75 13 64  4]
[  1   0 188 121],8,[76],0,[76],2,0,0,1,1.511721818244563,1.0307820942606996,0.9252347084469456,2.3575184444778174,[33 50 98 64  0]
[  1 111 198 193],3,[28],2,[28],3,1,4,1,0.45710786469262926,-0.21424225082090467,0.10255657712661118,0.5323520381915208,[34 38 38 64  0]
[  1   0 188  65],3,[55],2,[55],6,0,0,2,-0.27021210327422135,0.31394989557735187,-0.2891949139783098,-0.2585534045325413,[33 38 71 64  1]
[  1 111   0 212],15,[21],2,[21],8,3,4,0,1.7662838070329607,0.8798700524326262,1.3953364977728508,2.78339060594462,[92 75 28 64  0]
[  1   0 188 251],3,[39],2,[39],2,0,0,1,-0.5975060888593043,1.181694136088773,-0.9943475979671678,-0.6235866857898008,[33 38 53 64  1]
[  1 177 177  85],1,[17],1,[17],2,2,2,1,-0.8520680776477021,-0.9310744495042524,-0.9159972997461836,-0.684425565999344,[56 27 24 64  0]
[  1 230   0 190],0,[73],1,[73],3,3,3,2,1.8390158038296458,1.3326061779168459,1.9437885853197405,2.4791962048969043,[92 21 95 64  0]
[  1 209 177  46],16,[14],0,[14],3,2,5,2,-1.1793620632327848,-1.2328985331603988,-1.0726978961881521,-0.684425565999344,[56 77 20 64  0]
[  1 230 177  85],6,[71],2,[71],2,2,3,1,-1.1429960648344424,-1.383810574988472,-1.0726978961881521,-0.684425565999344,[56 46 91 64  1]
[  1 177 188  85],9,[9],3,[9],1,0,2,1,1.4753558198462204,1.294878167459828,0.8077092611154691,0.41067427777243415,[33 55 15 64  0]
[  1   0 198  16],8,[20],0,[20],3,1,0,1,-1.1066300664360997,0.012125811921205154,-1.0726978961881521,-0.684425565999344,[34 50 27 64  1]
[  1 177   0 247],0,[20],1,[20],6,3,2,2,1.9117478006263309,1.1062381151747362,1.3169861995518666,1.8099685225919284,[92 21 27 64  0]
[  1 209 111  83],17,[29],0,[29],5,4,5,1,-0.5247740920626192,-0.9688024599612707,0.768534112004977,0.7757075590296936,[93 88 40 64  0]
[  1 230 177 159],10,[9],3,[9],0,2,3,1,-0.16111410807919385,-1.1951705227033806,-0.48507065953077044,-0.6235866857898008,[56 61 15 64  1]
[  1 177 198 130],11,[40],3,[40],1,1,2,1,-1.1066300664360997,0.3516779060343702,-1.0726978961881521,-0.684425565999344,[34 65 54 64  3]
[  1 209   0 192],12,[7],2,[7],0,3,5,2,1.1480618342611377,1.4835182197449193,2.0613140326512167,1.8708074028014716,[92 67 13 64  0]
[  1 209 188 166],3,[72],2,[72],1,0,5,0,-1.3248260568261552,0.2384938746633152,-1.0726978961881521,-0.684425565999344,[33 38 94 64  1]
[  1 111 177  17],17,[60],0,[60],2,2,4,0,-0.9975320712410722,-1.383810574988472,1.4736867959938351,-0.684425565999344,[56 88 79 64  0]
[  1   0 111 215],1,[9],1,[9],2,4,0,1,-0.5975060888593043,-1.119714501789344,1.1211104539994063,0.22815763714380446,[93 27 15 64  1]
[  1 230   0  38],6,[7],2,[7],3,3,3,0,-1.3248260568261552,-0.9688024599612707,-1.0726978961881521,-0.684425565999344,[92 46 13 64  2]
[  1   0 177  64],13,[7],2,[7],3,2,0,2,0.6025718582859996,-0.6669783763051244,-0.9551724488566757,-0.6235866857898008,[56 71 13 64  1]
[  1 111 177  77],8,[12],0,[12],2,2,4,1,-0.8157020792493596,-0.5537943449340693,-0.5242458086412625,-0.684425565999344,[56 50 18 64  4]
[  1 111 188 127],5,[9],3,[9],7,0,4,0,1.1116958358627953,1.823070313858084,1.0819353048889142,1.8099685225919284,[33 41 15 64  0]
[  1 230 177  78],6,[40],2,[40],2,2,3,1,-0.12474810968085126,-1.119714501789344,0.25925717356857975,-0.2585534045325413,[56 46 54 64  1]
[  1   0   0 212],17,[53],0,[53],1,3,0,1,0.8934998454727398,-0.10105821944984966,0.690183813783993,0.34983539756289106,[92 88 69 64  1]
[  1   0 198 244],3,[40],2,[40],8,1,0,2,-1.2884600584278125,-0.9310744495042524,-1.0726978961881521,-0.684425565999344,[34 38 54 64  0]
[  1 220   0  91],0,[11],1,[11],8,3,1,2,0.12981387910754655,0.2384938746633152,-0.48507065953077044,-0.2585534045325413,[92 21 17 64  1]
[  1   0 177   4],8,[58],0,[58],2,2,0,1,-0.4520420952659342,-1.0442584808753073,1.160285603109898,-0.441070045161171,[56 50 76 64  1]
[  1 230   0 116],0,[12],1,[12],3,3,3,1,-0.16111410807919385,-0.8933464390472341,2.100489181761709,2.96590724657325,[92 21 18 64  5]
[  1 111 188 205],11,[76],3,[76],3,0,4,2,0.5298398614893144,1.936254345229139,1.434511646883343,2.3575184444778174,[33 65 98 64  0]
[  1 111 188 229],13,[40],2,[40],2,0,4,1,1.9117478006263309,1.445790209287901,2.6489412693085983,3.026746126782793,[33 71 54 64  0]
[  1 111 177  99],6,[31],2,[31],6,2,4,0,-1.3248260568261552,-0.7801624076761792,-1.0726978961881521,-0.684425565999344,[56 46 43 64  1]
[  1 111 198 136],11,[76],3,[76],3,1,4,1,0.20254587590423168,-0.4406103135630145,-0.48507065953077044,-0.3802311649516278,[34 65 98 64  1]
[  1 111 188  73],16,[40],0,[40],4,0,4,0,0.8207678486760546,-0.17651424036388633,-0.7984718524147073,-0.5019089253707143,[33 77 54 64  1]
